Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating
43,Male,High School,Divorced,51000,626,13897,Personal,Self-employed,0,Fair,0.113090391,247503,2,Saratown,PA,Tajikistan,2,1,Low
34,Female,Master's,Married,92657,665,,Business,Employed,11,Excellent,0.208606369,26801,3,Burtonchester,OR,Algeria,2,2,Low
20,Female,High School,Divorced,,730,28562,Personal,Unemployed,19,Good,0.52325352,22990,,Port Emily,PR,Canada,3,0,Low
18,Female,PhD,Divorced,77788,601,,Personal,Employed,18,Excellent,0.439244514,,3,Lake Laurenside,NY,Nigeria,0,1,Low
32,Female,Bachelor's,Divorced,59726,744,31649,Personal,Employed,8,Good,0.225715982,226212,0,South Billyland,MA,Slovenia,0,2,Low
45,Non-binary,PhD,Single,118812,709,37768,Business,Employed,19,Good,0.293281452,253258,3,West Erika,DE,Samoa,2,0,Low
34,Non-binary,PhD,Divorced,80022,728,9231,Personal,Unemployed,17,Poor,0.257219986,27556,1,Lake Tiffanystad,CT,Congo,,0,Low
67,Non-binary,Bachelor's,Married,71969,710,18862,Auto,Self-employed,17,Excellent,0.358784933,292825,0,Holmesport,ND,Anguilla,,1,Medium
26,Non-binary,High School,Widowed,,751,,Home,Unemployed,19,Poor,0.217303208,172882,,Levineborough,NJ,United States of America,3,1,Low
39,Male,Bachelor's,Widowed,66413,,42887,Home,Employed,15,Fair,0.240381612,111416,2,West Janiceview,VT,Papua New Guinea,4,2,Low
63,Non-binary,Master's,Single,56509,665,22409,Home,Unemployed,15,Fair,0.164173921,151459,3,East Catherine,NE,Saint Barthelemy,0,1,Low
62,Non-binary,Bachelor's,Divorced,110332,730,,Personal,Unemployed,2,Poor,0.365311407,100090,0,Danielbury,PW,Niger,3,0,Low
69,Female,High School,Widowed,33859,,16590,Personal,Employed,13,Poor,0.410447858,294699,1,East Michaelamouth,SC,Iraq,1,2,Medium
36,Non-binary,High School,Divorced,,,49859,Auto,Unemployed,1,Fair,0.420381199,171334,2,Hernandezside,NM,Chile,1,1,Low
61,Female,Master's,Single,54062,,9928,Personal,Employed,18,Poor,0.423436592,86196,,Phamborough,NM,Nauru,0,2,Low
24,Female,Master's,Divorced,109468,,47276,Auto,Employed,10,Good,0.24593677,,3,Lake Kimberly,WA,Micronesia,4,1,Medium
18,Non-binary,Master's,Divorced,,706,22074,Business,Employed,17,Good,0.334784338,219995,3,Johnborough,FL,Saint Kitts and Nevis,1,2,Low
36,Male,Bachelor's,Divorced,33472,744,25885,Auto,Unemployed,17,Good,0.320237319,176016,,Dixonberg,MS,Vietnam,0,2,Medium
23,Non-binary,High School,Widowed,33872,653,42585,Business,Unemployed,17,Fair,0.572311692,230118,3,Lake Stephen,VA,Malawi,1,0,Low
44,Non-binary,High School,Widowed,74479,678,,Home,Employed,19,Excellent,0.554292989,65458,,South Amyfort,MP,Germany,3,1,Low
52,Male,PhD,Divorced,66606,681,38025,Home,Employed,12,Excellent,0.397460702,222611,1,New Johnton,NV,Costa Rica,2,0,Medium
52,Female,Bachelor's,Single,52977,748,19842,Auto,Self-employed,13,Fair,0.598452512,69131,,Scottchester,OR,Mali,1,2,Low
29,Non-binary,High School,Divorced,39575,666,19738,Home,Employed,0,Fair,0.189092599,94335,,Port Kevin,LA,Samoa,,0,Low
36,Non-binary,Master's,Single,114585,651,5555,Business,Self-employed,2,Excellent,0.463956179,130428,,Christopherport,ID,Iceland,0,2,Low
46,Male,Bachelor's,Married,80763,666,31412,Personal,Self-employed,0,Good,0.52093069,,0,Scotttown,IL,Saint Barthelemy,0,0,High
28,Male,Bachelor's,Single,64954,627,34312,Business,Self-employed,14,Good,0.504839758,126664,2,New Mary,AZ,Pitcairn Islands,2,2,Medium
27,Non-binary,PhD,Married,72290,685,33552,Personal,Self-employed,4,Fair,0.36784262,196677,2,East Sarah,KY,Saint Helena,0,1,High
41,Male,High School,Single,36650,704,8469,Personal,Employed,18,Excellent,0.297359291,200146,0,North Emilyshire,UT,Philippines,2,0,Low
62,Male,Bachelor's,Widowed,57372,621,22171,Auto,Employed,17,Fair,0.488377372,157482,2,Aliciashire,VI,Sudan,1,2,Medium
68,Non-binary,Bachelor's,Married,107526,738,30290,Business,Self-employed,12,Good,0.301486565,265996,3,Schmitttown,CO,Solomon Islands,3,0,Medium
35,Non-binary,Bachelor's,Divorced,,743,9667,Home,Employed,14,Fair,0.541882859,290200,2,Lake Colleen,SC,Uruguay,4,1,Low
20,Male,PhD,Divorced,85283,700,,Personal,Employed,0,Good,0.306198361,272681,4,Morganport,MN,French Guiana,4,0,Low
45,Non-binary,High School,Divorced,48604,701,25114,Auto,Unemployed,0,Poor,0.314206136,162949,2,North Kimberly,AR,Macao,3,0,Low
23,Non-binary,Bachelor's,Widowed,70530,713,35866,Auto,Unemployed,17,Poor,0.418482133,193718,,West Christina,ID,Portugal,0,2,Low
66,Male,PhD,Married,70974,663,24047,Business,Employed,4,Fair,0.200874844,140273,4,New Monica,AS,Solomon Islands,2,1,Medium
60,Non-binary,PhD,Widowed,48672,724,26889,Home,Unemployed,16,Excellent,0.210761446,64304,3,Goodmanshire,KY,Azerbaijan,0,0,High
66,Female,Master's,Divorced,,663,,Personal,Self-employed,19,Good,0.107961258,188446,0,Port Amberchester,MD,South Georgia and the South Sandwich Islands,,1,Low
28,Female,PhD,Widowed,107804,,36046,Home,Unemployed,19,Excellent,0.342743349,53511,3,Joshualand,NJ,Cape Verde,3,0,Low
68,Female,High School,Divorced,44220,748,11040,Business,Unemployed,15,Poor,0.260819788,39822,1,Wrighttown,RI,Iraq,4,1,Low
62,Female,Master's,Single,62585,775,20545,Personal,Employed,17,Poor,0.575606979,,3,Cobbland,MS,Sierra Leone,2,2,High
34,Female,Master's,Widowed,80582,622,44352,Business,Self-employed,8,Fair,0.537020488,209744,0,Lisamouth,IA,Fiji,4,0,Low
65,Male,High School,Married,,784,43122,Home,Employed,13,Poor,0.595554586,51436,3,South Davidside,AZ,Iceland,1,1,Low
59,Male,PhD,Divorced,50653,,,Auto,Unemployed,16,Good,0.264092656,272095,2,Lake Sarahchester,MS,Bulgaria,2,0,High
63,Non-binary,Bachelor's,Divorced,81331,,10967,Personal,Unemployed,5,Fair,0.392701521,219303,4,New Jonathanville,AR,Somalia,2,1,Low
25,Male,PhD,Single,,776,9825,Auto,Unemployed,16,Excellent,0.478844457,184990,1,West Colton,NY,Canada,,2,Low
46,Female,Master's,Widowed,64867,624,11583,Personal,Employed,18,Fair,0.468420221,148598,3,Thomasborough,TX,Timor-Leste,,0,High
40,Non-binary,High School,Married,83372,,43329,Auto,Employed,9,Good,0.146836762,,2,Smithville,WV,Morocco,2,0,Low
34,Male,Bachelor's,Single,84963,,27921,Auto,Unemployed,15,Poor,0.450417452,297174,4,South Matthewton,SD,Equatorial Guinea,4,1,High
43,Non-binary,High School,Divorced,80623,711,5153,Auto,Employed,1,Poor,0.439256921,81455,1,Robertview,ND,Uganda,,2,Medium
20,Non-binary,PhD,Widowed,44601,769,6804,Home,Self-employed,18,Good,0.561038651,,3,East Rebecca,CT,Saint Kitts and Nevis,3,1,High
46,Non-binary,PhD,Married,68263,630,35291,Auto,Unemployed,2,Good,0.442127503,,4,Townsendstad,AL,Saudi Arabia,4,0,Low
58,Male,High School,Widowed,,639,,Personal,Self-employed,15,Fair,0.230787011,154255,2,Justinville,NY,Madagascar,4,1,Medium
64,Female,Bachelor's,Single,23692,642,42671,Personal,Self-employed,19,Good,0.196703133,67380,0,Hoodport,MP,Ecuador,1,0,Low
38,Female,Bachelor's,Single,,,43000,Personal,Self-employed,11,Good,0.354886159,102907,2,Russellstad,DE,Barbados,1,1,Medium
26,Male,High School,Married,44064,773,43698,Home,Unemployed,3,Fair,0.565435308,46196,2,Jimenezfort,MH,Qatar,,1,Low
64,Female,PhD,Widowed,64549,740,40280,Business,Unemployed,4,Good,0.543973647,209953,,Hansenside,VI,Bangladesh,,1,Medium
54,Female,Bachelor's,Married,72571,719,,Personal,Unemployed,0,Fair,0.116537304,,4,East Melinda,NM,Maldives,0,0,Low
49,Non-binary,PhD,Widowed,110998,643,28784,Auto,Self-employed,2,Excellent,0.282105275,254670,,North Chelseafurt,WI,Gabon,3,2,Low
22,Male,High School,Divorced,86151,742,27726,Business,Employed,18,Fair,0.133879492,36971,,Lake Amytown,NJ,Christmas Island,2,0,Low
68,Male,Bachelor's,Widowed,,675,21238,Home,Unemployed,12,Good,0.559412519,114308,3,West Andrea,SD,Djibouti,0,0,Medium
65,Female,PhD,Divorced,27466,699,41512,Home,Employed,14,Poor,0.579149159,264461,3,Stacymouth,NC,Lao People's Democratic Republic,0,0,Low
58,Non-binary,Bachelor's,Single,,,39654,Business,Self-employed,2,Poor,0.461077385,203658,1,Eileentown,SD,Switzerland,1,0,Medium
22,Female,High School,Divorced,71529,630,23201,Home,Unemployed,7,Fair,0.184136298,58964,1,South Sandra,ME,Palestinian Territory,3,2,Medium
50,Male,Master's,Divorced,75387,772,28671,Home,Unemployed,12,Excellent,0.239036925,191037,,Lake Jessicaberg,AR,Argentina,3,2,High
64,Female,Master's,Married,97932,718,5765,Home,Employed,15,Poor,0.482087041,154601,0,Taylortown,OH,Malta,2,0,Low
48,Non-binary,High School,Divorced,103138,712,49634,Auto,Self-employed,13,Poor,0.483435382,,1,Wandaton,MA,Fiji,1,0,Low
51,Female,Bachelor's,Married,57930,770,21688,Business,Unemployed,2,Fair,0.2510403,37279,1,South Paul,NY,Cuba,4,1,Low
40,Male,High School,Married,53770,691,32718,Auto,Employed,10,Good,0.383609906,,,Lake Tiffany,MN,Micronesia,4,0,Low
58,Female,High School,Widowed,40396,792,5203,Home,Self-employed,5,Poor,0.558485125,75310,0,Lake Thomastown,SC,Libyan Arab Jamahiriya,,1,Low
46,Non-binary,Master's,Single,25969,790,11582,Auto,Unemployed,15,Excellent,0.400615457,,2,North Alicia,NM,Saint Barthelemy,1,2,Low
28,Non-binary,High School,Widowed,100876,684,34917,Personal,Employed,19,Excellent,0.44451944,134015,4,Justinberg,NC,Timor-Leste,4,1,Low
37,Female,High School,Widowed,35120,,8444,Auto,Unemployed,11,Excellent,0.58470193,275467,0,Rangelfort,MP,Cocos (Keeling) Islands,1,1,Medium
52,Non-binary,Master's,Divorced,116854,792,,Business,Self-employed,19,Good,0.29482702,116515,0,West Crystalland,RI,Greece,0,2,Low
19,Non-binary,PhD,Married,115672,605,6785,Personal,Unemployed,6,Good,0.55215318,25998,,Morrisfort,NJ,British Virgin Islands,1,0,Medium
29,Non-binary,Master's,Single,31369,662,47231,Auto,Unemployed,14,Good,0.504771328,,1,North Christopher,PW,Bahamas,0,2,High
62,Female,Bachelor's,Divorced,69592,622,9854,Personal,Unemployed,8,Good,0.437022429,176158,0,East Gracestad,NM,Malawi,0,2,Low
38,Non-binary,Master's,Widowed,,,,Home,Unemployed,3,Excellent,0.562424513,102357,3,New Gregoryview,WY,Netherlands Antilles,0,2,High
41,Non-binary,Master's,Widowed,106623,695,,Personal,Self-employed,14,Poor,0.44640978,80542,4,East Priscilla,WA,Sao Tome and Principe,,2,Low
41,Non-binary,High School,Married,91310,,12305,Personal,Unemployed,3,Fair,0.525903014,238389,0,Robertchester,AS,Ecuador,1,2,Medium
44,Non-binary,High School,Married,102159,752,14123,Business,Self-employed,9,Good,0.178038822,91623,4,Spencerborough,RI,Barbados,4,1,Medium
52,Female,Master's,Single,92972,693,43403,Business,Self-employed,3,Excellent,0.208317776,95428,4,West Andrew,IL,French Guiana,0,1,Low
37,Male,High School,Divorced,94525,794,10919,Home,Employed,18,Poor,0.163599465,231128,,Lake Tylerhaven,IN,United States Virgin Islands,1,2,Low
63,Male,High School,Married,76790,788,14233,Business,Employed,14,Fair,0.169760787,50876,0,New Derrick,CA,Finland,4,1,Low
19,Female,PhD,Divorced,20570,762,24492,Business,Self-employed,2,Excellent,0.432097435,,1,Port Melaniestad,NH,Mauritania,1,0,Low
40,Male,High School,Single,68967,741,40618,Auto,Employed,7,Good,0.333873279,87760,2,Yolandachester,KS,Israel,1,0,Medium
55,Male,PhD,Single,46925,754,19093,Business,Employed,18,Fair,0.391543052,288285,2,Lake Jessica,MH,Montserrat,,0,Low
62,Male,Bachelor's,Married,114330,778,28281,Home,Self-employed,2,Excellent,0.231281728,175709,2,Brownmouth,NE,Sudan,0,0,Low
60,Female,High School,Divorced,50614,706,47891,Auto,Self-employed,6,Excellent,0.421239297,210897,,South Claytonchester,NE,Brunei Darussalam,3,1,Low
65,Female,Master's,Divorced,,710,18780,Home,Unemployed,16,Poor,0.499297317,128601,4,North Toddbury,KS,Guinea,1,2,Medium
31,Male,Master's,Single,70799,739,,Home,Self-employed,15,Good,0.572676782,153972,4,North Kevin,IN,Syrian Arab Republic,2,2,Low
49,Male,PhD,Widowed,,759,29129,Auto,Employed,4,Good,0.277101489,83521,4,East Williamshire,ME,Netherlands,3,2,Low
21,Male,High School,Widowed,111521,717,,Business,Self-employed,4,Good,0.142197607,110571,0,Anthonyport,AR,India,1,0,High
28,Male,PhD,Divorced,23975,679,,Auto,Self-employed,10,Poor,0.401937187,,0,Harrisberg,DC,Russian Federation,0,1,Low
26,Non-binary,PhD,Widowed,89269,716,21450,Business,Employed,2,Good,0.444343641,189195,0,New Laura,SC,French Polynesia,3,2,Medium
64,Female,PhD,Divorced,92852,,,Business,Unemployed,5,Excellent,0.469663157,252246,2,Port Christopher,CA,Chad,2,1,High
38,Non-binary,Master's,Single,63558,720,45764,Personal,Employed,12,Good,0.114418967,186067,3,Josephland,LA,Libyan Arab Jamahiriya,0,2,Low
49,Non-binary,Master's,Divorced,28645,,22928,Home,Unemployed,16,Good,0.109616919,151873,2,Montesbury,SD,Lebanon,2,2,Medium
21,Male,High School,Divorced,59695,696,42370,Personal,Employed,19,Excellent,0.5789621,,2,Davidchester,FM,Colombia,,0,Low
55,Male,Bachelor's,Divorced,,602,49919,Home,Self-employed,2,Excellent,0.229112141,97333,3,Jenniferburgh,NV,Maldives,4,0,Low
65,Non-binary,Bachelor's,Divorced,,745,45728,Personal,Unemployed,12,Good,0.46067182,71376,1,East Denisefurt,AZ,Saint Helena,1,2,Low
38,Non-binary,High School,Widowed,107047,671,9851,Personal,Self-employed,15,Excellent,0.221026827,136472,1,Moralesfort,MP,Montserrat,4,2,Low
62,Female,Master's,Single,34281,716,35619,Personal,Self-employed,13,Good,0.188231295,159977,4,Port Alexandraland,OR,Niger,4,0,Low
29,Non-binary,Master's,Divorced,117660,705,27706,Home,Self-employed,17,Fair,0.553267951,,,West Lisa,VA,Saint Pierre and Miquelon,,2,Medium
32,Non-binary,Bachelor's,Married,93662,730,5388,Personal,Unemployed,12,Excellent,0.152298114,68445,,Krystaltown,WV,Barbados,4,1,Low
33,Male,High School,Widowed,99598,613,35259,Home,Unemployed,18,Poor,0.138637129,25184,3,Jodychester,GA,Armenia,,0,Medium
19,Male,PhD,Widowed,,,,Auto,Employed,11,Excellent,0.232018692,267513,0,Gayside,NH,Micronesia,3,1,Medium
51,Male,Bachelor's,Divorced,37881,,37335,Business,Self-employed,19,Good,0.179618501,257407,,Josephfort,MA,Kiribati,4,2,Low
41,Female,High School,Widowed,54206,,33354,Auto,Unemployed,18,Poor,0.243352365,162102,2,Gonzalezbury,NE,Malta,3,1,Low
52,Male,PhD,Widowed,78860,710,9865,Auto,Employed,8,Poor,0.180668074,68228,3,Lake Michaelshire,SC,Puerto Rico,0,2,Low
35,Male,Master's,Widowed,61598,799,46795,Auto,Employed,11,Fair,0.124899722,154706,1,Andreaton,KS,Chad,2,1,Low
39,Non-binary,Bachelor's,Married,44009,777,,Personal,Self-employed,8,Good,0.311052788,242929,2,Kelleymouth,WV,Bermuda,0,1,Low
67,Female,Bachelor's,Widowed,29967,741,33341,Auto,Employed,13,Excellent,0.516472912,45895,1,Kennedyborough,UT,Palau,4,2,Medium
69,Male,High School,Divorced,65986,693,38728,Home,Unemployed,3,Fair,0.358622596,,4,North Sheilaton,MO,Sierra Leone,2,0,Low
58,Male,High School,Single,28833,753,13918,Business,Self-employed,5,Good,0.454837547,292245,,East Steven,NH,British Virgin Islands,2,1,Low
53,Male,PhD,Widowed,37358,658,35549,Business,Unemployed,4,Excellent,0.110923044,222781,2,Marialand,WA,Antarctica (the territory South of 60 deg S),,2,Low
21,Male,Bachelor's,Married,45063,,9261,Home,Employed,8,Poor,0.12935221,164344,1,Hubbardhaven,MO,Tunisia,0,0,Low
47,Non-binary,PhD,Married,36482,654,26110,Business,Unemployed,17,Good,0.20146408,129168,1,Barretttown,NJ,Burundi,4,2,Low
51,Male,Bachelor's,Divorced,28301,666,,Business,Self-employed,16,Poor,0.54775669,214671,1,Lake Ashleeport,FM,Nepal,2,0,High
31,Male,Master's,Widowed,65039,790,20319,Home,Unemployed,17,Poor,0.467655363,258931,2,New Derek,AL,Malaysia,,1,Medium
63,Non-binary,Bachelor's,Widowed,45379,720,20300,Home,Employed,5,Fair,0.14971516,253132,4,Port George,NY,Equatorial Guinea,0,2,Medium
54,Non-binary,Master's,Single,,746,20616,Home,Unemployed,1,Excellent,0.280342768,34332,0,Ianborough,DE,Pitcairn Islands,3,2,Low
63,Non-binary,High School,Widowed,85179,788,,Personal,Employed,12,Poor,0.425241031,284821,2,South Brian,SC,San Marino,,0,Medium
25,Female,PhD,Divorced,,,6616,Business,Unemployed,14,Poor,0.100023435,261265,1,Nicholasview,LA,Liechtenstein,,0,Low
40,Female,High School,Divorced,78391,605,14240,Business,Unemployed,16,Fair,0.178471363,262632,0,Holttown,VI,Greenland,2,0,Low
30,Non-binary,Master's,Married,,670,,Business,Self-employed,7,Excellent,0.219825694,55003,3,Sweeneyview,MH,Uruguay,3,1,Low
66,Male,Bachelor's,Widowed,21713,766,,Home,Unemployed,10,Poor,0.49669683,47585,,Palmerhaven,IN,Bouvet Island (Bouvetoya),0,0,Medium
45,Female,Bachelor's,Divorced,21648,767,,Business,Self-employed,8,Poor,0.397700041,166848,4,South Sandra,KY,Kenya,3,1,Low
62,Non-binary,PhD,Widowed,89108,,28874,Home,Unemployed,15,Good,0.563588709,,4,Port Carmen,NM,Qatar,,2,Low
62,Female,High School,Single,43070,746,16480,Auto,Unemployed,7,Excellent,0.544069032,,4,Jasonton,KS,Saint Lucia,4,0,High
45,Female,PhD,Widowed,111787,618,,Personal,Unemployed,1,Fair,0.152942742,231598,2,Michaelbury,NH,Wallis and Futuna,2,2,Low
44,Non-binary,Bachelor's,Widowed,114472,727,42603,Personal,Unemployed,16,Good,0.443438588,,2,West David,WV,Venezuela,3,0,Low
19,Non-binary,Bachelor's,Married,67109,738,33870,Business,Unemployed,7,Poor,0.446840487,280008,2,Robertland,KY,Burkina Faso,2,0,Low
49,Non-binary,Master's,Widowed,,,9827,Auto,Employed,16,Poor,0.217373575,58605,2,Leemouth,GA,Syrian Arab Republic,2,2,Low
36,Female,Master's,Divorced,64775,788,28936,Business,Employed,0,Poor,0.417770995,,3,Port Kathyland,NE,Christmas Island,,0,Low
61,Non-binary,PhD,Widowed,56114,651,23306,Home,Self-employed,3,Fair,0.434269887,111589,3,South Gregorychester,MS,Romania,4,2,Low
62,Male,Master's,Divorced,108670,,15819,Business,Unemployed,16,Excellent,0.210849495,226989,1,New Kimberlyton,AZ,Netherlands Antilles,2,0,Medium
18,Male,Bachelor's,Divorced,101176,600,,Auto,Self-employed,3,Good,0.215422471,285945,0,North Heather,MN,Cambodia,0,0,Medium
52,Non-binary,High School,Single,89506,662,24641,Home,Employed,13,Good,0.55197208,96967,4,New Crystal,MH,Reunion,,0,Low
66,Female,High School,Divorced,83620,716,43313,Business,Unemployed,11,Excellent,0.537321564,231841,,Port Victorhaven,AK,Greenland,2,0,Low
62,Female,High School,Divorced,,665,13162,Home,Unemployed,11,Good,0.198096261,,4,Allenbury,AR,Pakistan,1,1,High
42,Female,Bachelor's,Widowed,48853,,,Home,Employed,17,Excellent,0.153522329,114704,0,North Kellymouth,MI,Lithuania,0,2,Low
37,Non-binary,Master's,Married,56680,761,35761,Personal,Employed,4,Excellent,0.286608381,141228,0,Michaelport,LA,Austria,0,0,Low
41,Non-binary,Master's,Widowed,95846,709,37711,Business,Employed,2,Excellent,0.359924311,73292,3,Debraberg,AK,Haiti,2,1,Low
39,Male,Bachelor's,Married,48255,676,,Personal,Employed,3,Excellent,0.186278143,104598,2,Port Amy,CT,Serbia,3,2,Low
43,Male,PhD,Divorced,33317,629,17096,Business,Employed,19,Poor,0.228975213,126411,1,New Sydney,GU,Equatorial Guinea,2,1,Low
52,Female,PhD,Single,114449,795,17398,Home,Unemployed,19,Good,0.392233756,174681,,Stephanieburgh,WV,Mauritius,0,1,Low
52,Male,Master's,Divorced,46998,796,13787,Home,Self-employed,16,Poor,0.14524765,229201,4,Brittanymouth,ND,French Southern Territories,,0,High
22,Female,Bachelor's,Widowed,31467,654,38885,Personal,Employed,1,Poor,0.584143242,73183,0,New Kevinborough,MN,Ukraine,1,1,Low
59,Non-binary,PhD,Divorced,,643,49865,Auto,Employed,12,Good,0.461958453,123051,,Jamesside,PR,Samoa,4,1,Low
38,Male,Bachelor's,Married,22369,745,17101,Business,Unemployed,3,Poor,0.424080508,121824,2,East Marcus,CO,Mozambique,3,1,Low
58,Female,Master's,Single,102782,623,16258,Personal,Unemployed,5,Fair,0.209941769,171699,1,New Gary,WA,Tuvalu,4,1,Medium
26,Female,Bachelor's,Single,,606,46037,Personal,Self-employed,18,Good,0.291255913,134108,1,Port Danielport,VA,Moldova,4,1,Medium
43,Non-binary,PhD,Widowed,76395,692,29491,Personal,Unemployed,17,Good,0.34323632,110356,4,Hernandezburgh,KS,Gambia,4,0,Medium
52,Male,High School,Married,,613,16884,Business,Self-employed,3,Good,0.15067906,219403,1,Samuelborough,PW,United States Minor Outlying Islands,0,2,Low
51,Female,Bachelor's,Widowed,101144,698,,Business,Employed,14,Excellent,0.225866399,68014,1,Wheelertown,KS,Anguilla,3,2,Medium
22,Male,High School,Single,39276,,7675,Home,Employed,12,Good,0.553063205,,3,Jessehaven,AL,Falkland Islands (Malvinas),2,0,Low
66,Non-binary,High School,Widowed,,642,27859,Auto,Self-employed,17,Poor,0.299316986,215026,4,East Andrea,WA,Costa Rica,,0,Low
23,Male,High School,Divorced,47757,,21906,Personal,Unemployed,5,Poor,0.367824156,262271,0,Port Lisashire,SC,Malta,2,0,Low
45,Non-binary,Master's,Single,,666,11856,Business,Employed,12,Excellent,0.364082784,265256,2,Lake Kevinview,TN,Bolivia,0,1,Low
49,Non-binary,High School,Widowed,54954,625,34006,Business,Employed,7,Excellent,0.307237927,64939,4,Malloryville,VA,Timor-Leste,,2,Low
43,Male,PhD,Single,58218,,12688,Home,Unemployed,18,Good,0.413681152,235064,,North Meganchester,IN,Iran,4,2,Low
58,Male,Master's,Divorced,68328,,47180,Auto,Self-employed,5,Fair,0.323908975,41520,4,Jillbury,PR,Lithuania,1,0,Low
49,Non-binary,PhD,Divorced,85729,750,28665,Auto,Unemployed,9,Excellent,0.272760365,143359,0,Lake Brooke,ND,Yemen,,0,Medium
27,Male,PhD,Married,79660,718,8771,Business,Employed,12,Good,0.353291703,,,Pearsonfurt,VT,Indonesia,4,0,Low
62,Female,PhD,Married,84527,605,,Personal,Unemployed,14,Good,0.31124214,29414,,Port Kiarafurt,OK,Thailand,3,1,Medium
34,Female,Bachelor's,Widowed,114025,630,25866,Home,Unemployed,4,Poor,0.148846058,,,New Sandrafurt,KY,Ethiopia,0,0,Low
45,Male,PhD,Widowed,101339,606,25114,Home,Employed,12,Poor,0.227994874,142924,,East Jessica,NV,Papua New Guinea,2,2,Medium
43,Female,Bachelor's,Widowed,64890,713,44582,Personal,Unemployed,11,Poor,0.378591325,,,East Scottshire,CO,Montenegro,0,1,Medium
56,Non-binary,Master's,Single,,620,37596,Personal,Unemployed,6,Poor,0.525828368,212132,,East Joshuastad,MD,Venezuela,2,0,Low
48,Male,High School,Married,65037,719,7050,Auto,Unemployed,2,Poor,0.109148119,123478,,Port Victoria,MN,Azerbaijan,3,0,Low
21,Female,Master's,Widowed,50498,639,23663,Home,Unemployed,12,Excellent,0.508891083,157562,,Collinsside,WA,Nepal,4,1,Low
19,Male,High School,Widowed,117305,621,44227,Home,Employed,19,Fair,0.317016275,202118,2,Davisberg,PW,Malta,4,1,Medium
45,Female,High School,Single,87345,696,27772,Home,Employed,1,Fair,0.330935033,,3,Port Rebeccaburgh,MO,Namibia,3,2,Medium
19,Non-binary,PhD,Single,38242,725,31451,Personal,Self-employed,12,Excellent,0.34793084,176217,3,East Jennamouth,VA,Kiribati,1,2,Low
30,Male,PhD,Single,118053,743,11240,Business,Self-employed,10,Good,0.558417721,,2,Port Kaitlyn,NM,Guernsey,,2,Medium
47,Non-binary,PhD,Single,101986,752,19843,Personal,Unemployed,8,Fair,0.301688948,293328,3,Benderside,IA,Cocos (Keeling) Islands,3,1,Low
52,Male,Bachelor's,Single,56214,637,36432,Auto,Self-employed,1,Good,0.537563202,266803,0,Smithshire,NH,Guinea-Bissau,4,1,Low
64,Female,High School,Divorced,37344,683,14890,Home,Employed,2,Excellent,0.234734145,299810,4,Michaelhaven,IA,Jersey,3,1,Medium
36,Male,High School,Divorced,41485,,21268,Business,Self-employed,10,Good,0.509695222,147634,1,Thomasmouth,NY,Niue,,1,Medium
68,Non-binary,PhD,Divorced,82726,781,25677,Personal,Employed,2,Excellent,0.296866251,84110,1,Joelstad,NJ,Palestinian Territory,1,0,Low
21,Female,Master's,Widowed,,685,36942,Auto,Unemployed,12,Good,0.356984686,118342,1,Lake Joseph,WI,Tonga,1,2,Low
30,Non-binary,Bachelor's,Widowed,116490,727,32521,Personal,Unemployed,19,Poor,0.506796345,42304,3,Trevorview,FM,Gabon,1,2,Low
64,Female,Bachelor's,Divorced,28302,609,43120,Business,Self-employed,17,Good,0.463800413,,2,North James,OR,Seychelles,1,1,Low
68,Female,Bachelor's,Widowed,,618,23170,Personal,Unemployed,1,Excellent,0.482043051,44276,4,Port Amandaton,ND,Iceland,2,2,Low
23,Female,Bachelor's,Married,,663,,Auto,Employed,12,Good,0.290243879,276665,0,South Melissaburgh,TX,El Salvador,,2,Low
23,Non-binary,Bachelor's,Widowed,90624,790,19251,Business,Employed,4,Excellent,0.53679303,79181,4,New Kylie,KY,Hong Kong,,0,Low
57,Non-binary,Master's,Divorced,68988,747,28119,Home,Self-employed,9,Good,0.391408933,42666,4,Lake Kathryn,MS,Montserrat,4,0,Low
26,Non-binary,PhD,Divorced,113554,,24584,Business,Unemployed,2,Excellent,0.111440517,276088,2,East Renee,NE,Turks and Caicos Islands,0,2,Medium
42,Male,Bachelor's,Single,101163,788,7015,Home,Unemployed,19,Good,0.570270805,,1,Martinview,TN,American Samoa,3,1,Low
18,Female,PhD,Divorced,103459,679,39411,Auto,Employed,8,Excellent,0.265975171,,0,West Pamelamouth,PR,Guernsey,0,1,Low
68,Female,Bachelor's,Divorced,59899,743,44581,Business,Self-employed,2,Poor,0.413927461,287416,1,North Lance,MT,Norway,4,2,High
58,Non-binary,Bachelor's,Widowed,,677,41899,Home,Employed,12,Good,0.275369705,,3,New Seanside,OR,Serbia,2,0,Low
40,Male,High School,Divorced,70061,736,8487,Personal,Unemployed,10,Poor,0.373612895,235972,0,Port Kelsey,WA,Burkina Faso,4,0,Low
66,Non-binary,Bachelor's,Single,117955,778,37155,Personal,Employed,4,Fair,0.410577745,241391,0,Port Justin,ID,Martinique,4,0,Low
64,Male,High School,Divorced,45358,,39436,Personal,Employed,10,Poor,0.361481781,40990,2,Adamsport,OH,Macao,3,2,Low
